no. MS;No.;Pericope;Intro;Intro.Remarks;Intro.Transl;Thales;Thales ID;Intro.Fol.A;;Intro.Col.A;Intro.Line.A;Intro.Fol.Z;Intro.Col.Z;Intro.Line.Z;Taksa;Taksa.Trans;Taksa.Remarks;Transl.remarks;Taksa.Fol.A;Taksa.Col.A;Taksa.Line.A;Taksa.Fol.Z;Taksa.Col.Z;Taksa.Line.Z;Taksa.Remarks;Siglum;Siglum;Link;Link;MS-List.link;Pericope.Fol.A;Pericope.Col.A;Pericope.Line.A;Pericope.Fol.Z;Pericope.Col.Z;Pericope.Line.Z;Cross reference (corpus) [to be filled in aut.];Remarks Cross reference (corpus);Abbreviation;Version;Version.Remarks;Version.Syriac;Version.Transl;Denomination;Literature;Literature.link;Codicology;Pericope.remarks;Ref.remarks.;Cross.ref.Lect;Transl.Cross.ref.;Addition before;Addition after;Addition.Fol.A;Addition.Col.A;Addition.Line.A;Addition.Fol.Z;Addition.Col.Z;Addition.Line.Z;Ref.Bible.MS;Other Remarks;Words.Margin;no. reading Dissertation K.D. Jenner;;Structure formula 1;Structure formula 2;Structure formula 3;Structure formula 4;Structure formula 5;Title lectionary MS;fol;col;line;fol;col;Line;Remarks on title
43;043-0055;Ex#19:01-09a.(‎‏ܠܥܠܡ‏‎)‎+20:18-21.<sic>;ܡܦܩܢܐ. ܣ̣. ܕܬܪܝܢ;;Exodus, the Second Book;;;059b;;0;4;059b;0;4;ܩܪܝܢܐ ܕܚܕܒܫܒܐ ܕܦܢܛܩܘܣܛܐ.;Reading of the First (Day) of the Week, of Pentecost;;;059b;0;3;059b;0;4;;9l4;09l04;;;09l04;059b;0;4;060b;0;5;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0008;Dt#18:09-22.;ܬܢܝܢܡܘܣܐ.ܣ̣. ܕܚܡܫܐ;;Deuteronomy, the Fifth Book;;;006b;;0;7;006b;0;7;ܩܪܝܢܐ ܕܚܕܒܫܒܐ ܕܚܡܫܐ ܕܒܬܪ ܕܢܚܐ;Reading of the First (Day) of the Week, the Fifth after the Manifestation;;;006b;0;6;006b;0;6.;;9l4;09l04;;;09l04;006b;0;7;007b;0;6;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0012;Dt#13:13(כי תישמע‎/‎‏ܘܟܕ ܬܫܡܥ‏‎)-14:02(סגלה‎/‎‏ܚܒܝܒܐ‏‎);ܬܢܝܢܡܘܣܐ..;;Deuteronomy;;;009a;;0;14;009a;0;14;ܩܪܝܢܐ ܕܚܕܒܫܒܐ ܕܫܒܥܐ ܕܒܬܪ ܕܢܚܐ;Reading of the First (Day) of the Week, the Seventh, after the Rest;;;009a;0;13;009a;0;14;;9l4;09l04;;;09l04;009a;0;14;010a;0;5;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0007;1Sm#22:06b-21.;ܫܡܘܐܝܠ;;Samuel;;;005a;;0;11;005a;0;11;ܩܪܝܢܐ ܕܐܒܗ̈ܬܐ ܝܘܢ̈ܝܐܕܝܘ[...] ܘܬ[...] ܘܢܣܛܘܪܝܣ;Reading of the greek Fathers, […] Nestorius;;;005a;0;9;005a;0;11;;9l4;09l04;;;09l04;005a;0;11;006b;0;5.;;;;P;;;;N;see I.N.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0091;Is#24:01-20.;ܐܫܥܝܐ;;Isaiah;;;097a;;0;14;097a;0;14;ܩܪܝܢܐ ܕܒܥܘܬܐ ܟܕ ܗ̇ܘܐ ܙܘܥܐ ܘܟܦܢܐ.;Reading of the Rogation, when there is an Earthquake or famine;;;097a;0;13;097a;0;14;;9l4;09l04;;;09l04;097a;0;14;098b;0;2;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0090;Am#04:01-13.+Is#01:26b-31.;ܢܒܝܘܬܗ ܕܥܡܘܣ;;The Prophecy of Amos;;;095b;;0;17;095b;0;18.[ult];ܩܪܝܢܐ ܕܒܨܝܪܘܬ ܡܛܪܐ.;Reading of the Scarcity of Rain;;;094a;0;7;094a;0;7;;9l4;09l04;;;09l04;095b;0;17;097a;0;13;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0015;Gn#01:01-19.;ܒܪܝܬܐ.ܣ̣. ܩܕܡܝܐ.܀;;Genesis, the First Book;;;012b;;0;2;012b;0;2.;ܩܪܝܢܐ ܕܬܪܝܢܒܫܒܐ ܕܫܒܬܐ ܩܕܡܝܬܐ ܕܨܘܡܐ.;Reading of the Second (Day) of the Week, of the First Week of the Fast;;;012b;0;1;012b;0;2;;9l4;09l04;;;09l04;012b;0;2;013b;0;7;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0009;2Rg#13:14-17(ליהוה‎/ܠܡܪܝܐ)[[;ܣܦܪ ܡܠܟܘ̈ܬܐ;;The Book of Reigns;;;007b;;0;7;007b;0;7;ܩܪܝܢܐ ܕܡ̈ܠܦܢܐ ܣܘܪ̈ܝܝܐ:;Reading of the Syrian Teachers;;;007b;0;6;007b;0;7;;9l4;09l04;;;09l04;007b;0;7;007b;0;17.[ult];;;;P;;;;N;;;lacuna of fol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0092;Is#38:10-20.;ܐܫܥܝܐ.;;Isaiah;;;098b;;0;3;098b;0;3;ܩܪܝܢܐ ܕܥܠ ܟܠܗܘܢ ܒܢ̈ܝ ܩܝܡܐ..;Reading on all the Sons of the Convenant;;;098b;0;2;098b;0;3;;9l4;09l04;;;09l04;098b;0;3;099a;0;7;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0093;Is#38:01-08.;ܐܫܥܝܐ;;Isaiah;;;099a;;0;8;099a;0;8;ܩܪܝܢܐ ܕܥܠ ܡܗܝܡ̈ܢܐ.;Reading on Believers;;;099a;0;7;099a;0;8;;9l4;09l04;;;09l04;099a;0;8;099b;0;12;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0094;Gn#47:29-31.+49:33-50:03.+50:22b-26.;ܒܪܝܬܐ.;;Genesis;;;099b;;0;13;099b;0;13;ܩܪܝܢܐ ܕܥܠ ܐܦܝܣܩ̈ܘܦܐ ܘܩܫܝ̈ܫܐ;Reading on Holy Bishops;;;099b;0;12;099b;0;12.;;9l4;09l04;;;09l04;099b;0;13;100b;0;6;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0005;1Rg#21:01-21.;ܣܦܪ ܡܠܟ̈ܐ.;;The Book of Kings;;;002a;;0;5;002a;0;5.;ܩܪܝܢܐ ܒܕܘܟܪܢܐ ܕܡܪܝ ܐܣܛܦܢܘܣ ܣܗܕܐ..;readings for the Commemoration of Mar Stephan the Martyr;;;002a;0;4;002a;0;5;;9l4;09l04;;;09l04;002a;0;5;004a;0;4;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0014;Ex#34:01-07(לאלפים‎/‎‏ܕܪ̈ܐ‏‎)+27-35.;ܡܦܩܢܐ.;;Exodus;;;011a;;0;9;011a;0;9;ܩܪܝܢܐ ܕܚܕܒܫܒܐ ܕܡܲܥܠܝ ܨܘܡܐ ܪܒܐ.;readings of the First (Day) of the Week, of the Beginning of the Great Passion;in margin is written: ܕܨܘܡܐ;of the Fast;011a;0;8;011a;0;9;;9l4;09l04;;;09l04;011a;0;9;012b;0;1;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0006;Nm#11:23-35.;ܡܢܝܢܐ:ܣ̣. ܕܐܪܒܥܐ;;Numbers, the Fourth Book;;;004a;;0;6;004a;0;6;ܩܪܝܢܐ ܕܚܕܒܫܒܐ ܕܐܪܒܥܐ ܕܒܬܪ ܕܢܚܐ...-;readings of the First (Day) of the Week, the Fourth, after the Manifestation;;;004a;0;4;004a;0;5.;;9l4;09l04;;;09l04;004a;0;6;005a;0;9;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;044-0186;Ex#15:22ff;ܩܪܝ ܡܢ ܡܦܩܢܐ;;Read From Exodus;;;146a;;1;9;146a;1;9.;ܒ܏ܝܕ: ܒܐܝܠܘܠ ܥܐܕܐ ܩܕܝܫܐ ܕܨܠܝܒܐ ܢܓܗ ܥܐܕܐ ܕܨܠܝܒܐ;for the 14th of Elul, the Feast of the Holy Cross, the Dawn of the Feast of the Cross;;;146a;1;4;146a;1;7;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0299;https://digi.vatlib.it/view/MSS_Vat.sir.278/0299;09l05;146a;1;9;146a;1;15;;;abbr;P;;;;M;;;;;;ܒܥܝܝܗܝ ܒܥܐܕܐ ܕܕܢܚܐ ܩܪܝܢܐ ܕ܏ܓ :+;search for, in the Feast of the Manifestation, the 3rd reading;;;;;;;;;;"from fol. 124a onwards, beginning at Ex#13:20ff., an Arabic translation is added in the margin. Charon adds the following regarding this Manuscript: ""Ce ms. va du 25 décembre au 6 août; une Version arabe est ajoutée aux dernières lecons."" C. Charon, ""Le rite byzantin et la liturgie chrysostomienne dan le patriarcats melkites (Alexandrie-Antioche-Jérusalem),"" Chrysostomika. Studi e ricerche intorno a S. Giovanni Crisostomo, a cura del comitato per il XVo centenario della sua morte (Rome 1908), 506";;;;;;;;;;;;;;;;
44;044-0187;Pr#03:11-18.;ܩܪܝܢܐ ܕ܏ܓ: ܐܚܪܢܐ ܡܢ ܡܬ̈ܠܐ;;Reading 3, another, from Proverbs;;;146a;;1;14;146a;1;16;ܒ܏ܝܕ: ܒܐܝܠܘܠ ܥܐܕܐ ܩܕܝܫܐ ܕܨܠܝܒܐ ܢܓܗ ܥܐܕܐ ܕܨܠܝܒܐ;for the 14th of Elul, the Feast of the Holy Cross, the Dawn of the Feast of the Cross;;;146a;1;4;146a;1;7;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0299;https://digi.vatlib.it/view/MSS_Vat.sir.278/0299;09l05;146a;1;15;146a;2;2;;;abbr;P;;;;M;;; indicates the explicit= >03:18 ‎;;;ܒܥܝܝܗܝ ܒܫܒܐ ܩܕܡܝܬܐ ܕܨܘܡܐ ܒܦܠܓܗ̇ ܕܩܪܝܬܐ.;search for, in the First Week, of the Fast, in the Middle of the reading;;;;;;;;;;"from fol. 124a onwards, beginning at Ex#13:20ff., an Arabic translation is added in the margin. Charon adds the following regarding this Manuscript: ""Ce ms. va du 25 décembre au 6 août; une Version arabe est ajoutée aux dernières lecons."" C. Charon, ""Le rite byzantin et la liturgie chrysostomienne dan le patriarcats melkites (Alexandrie-Antioche-Jérusalem),"" Chrysostomika. Studi e ricerche intorno a S. Giovanni Crisostomo, a cura del comitato per il XVo centenario della sua morte (Rome 1908), 506";;;;;;;;;;;;;;;;
44;044-0188;Is#60:11-16.;ܩܪܝ ܢܒܝܘܬܐ ܕܐܫܥܝܐ.;;Read, from the Prophecy of Isaiah;;;146a;;2;2;146a;2;3.;ܒ܏ܝܕ: ܒܐܝܠܘܠ ܥܐܕܐ ܩܕܝܫܐ ܕܨܠܝܒܐ ܢܓܗ ܥܐܕܐ ܕܨܠܝܒܐ;for the 14th of Elul, the Feast of the Holy Cross, the Dawn of the Feast of the Cross;;;146a;1;4;146a;1;7;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0299;https://digi.vatlib.it/view/MSS_Vat.sir.278/0299;09l05;146a;2;2;146b;1;20.;;;;P;;;;M;;;;;;;;;;;;;;;;;"from fol. 124a onwards, beginning at Ex#13:20ff., an Arabic translation is added in the margin. Charon adds the following regarding this Manuscript: ""Ce ms. va du 25 décembre au 6 août; une Version arabe est ajoutée aux dernières lecons."" C. Charon, ""Le rite byzantin et la liturgie chrysostomienne dan le patriarcats melkites (Alexandrie-Antioche-Jérusalem),"" Chrysostomika. Studi e ricerche intorno a S. Giovanni Crisostomo, a cura del comitato per il XVo centenario della sua morte (Rome 1908), 506";;;;;;;;;;;;;;;;
44;044-0193;Ex#03:01(ויבא‎/‎‏ܘܐܬܐ‏‎)-08a.(‎‏ܘܕܒܫܐ‏‎);ܘܩ̇ܪܝܢ ܡܢ .;;And we read, from (..);;;148b;;2;7;148b;2;7.;܏ܒܟܗ ܒܐܕܪ ܝܪܚܐ. ܥܐܕܐ ܕܣܘܒܪܗ̇ ܕܝܠܕܬ ܐܠܗܐ܀;for the 25th of the Month of Adar, the Feast of the Annunciation of the God-Bearer;;;148b;2;1;148b;2;4;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0304;https://digi.vatlib.it/view/MSS_Vat.sir.278/0304;09l05;148b;2;7;149a;2;12;;;;P;;;;M;;;;;;;;;;;;;;;;;"from fol. 124a onwards, beginning at Ex#13:20ff., an Arabic translation is added in the margin. Charon adds the following regarding this Manuscript: ""Ce ms. va du 25 décembre au 6 août; une Version arabe est ajoutée aux dernières lecons."" C. Charon, ""Le rite byzantin et la liturgie chrysostomienne dan le patriarcats melkites (Alexandrie-Antioche-Jérusalem),"" Chrysostomika. Studi e ricerche intorno a S. Giovanni Crisostomo, a cura del comitato per il XVo centenario della sua morte (Rome 1908), 506";;;;;;;;;;;;;;;;
44;044-0194;Pr#08:22-31.;ܩܪܝ ܡܢ ܡܬ̈ܠܐ;;Read from Proverbs;;;149a;;2;12;149a;2;13;܏ܒܟܗ ܒܐܕܪ ܝܪܚܐ. ܥܐܕܐ ܕܣܘܒܪܗ̇ ܕܝܠܕܬ ܐܠܗܐ܀;for the 25th of the Month of Adar, the Feast of the Annunciation of the God-Bearer;;;148b;2;1;148b;2;4;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0305;https://digi.vatlib.it/view/MSS_Vat.sir.278/0305;09l05;149a;2;12;149b;2;7.;;;;P;;;;M;;;;;;;;;;;;;;;;;"from fol. 124a onwards, beginning at Ex#13:20ff., an Arabic translation is added in the margin. Charon adds the following regarding this Manuscript: ""Ce ms. va du 25 décembre au 6 août; une Version arabe est ajoutée aux dernières lecons."" C. Charon, ""Le rite byzantin et la liturgie chrysostomienne dan le patriarcats melkites (Alexandrie-Antioche-Jérusalem),"" Chrysostomika. Studi e ricerche intorno a S. Giovanni Crisostomo, a cura del comitato per il XVo centenario della sua morte (Rome 1908), 506";;;;;;;;;;;;;;;;
44;044-0195;Pr#09:01ff;ܡܢ ܡܬ̈ܠܐ;;From Proverbs;;;149b;;2;8;149b;2;8.;܏ܒܟܗ ܒܐܕܪ ܝܪܚܐ. ܥܐܕܐ ܕܣܘܒܪܗ̇ ܕܝܠܕܬ ܐܠܗܐ܀;for the 25th of the Month of Adar, the Feast of the Annunciation of the God-Bearer;;;148b;2;1;148b;2;4;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0306;https://digi.vatlib.it/view/MSS_Vat.sir.278/0306;09l05;149b;2;8;149b;2;13.;;;abbr;P;;;;M;;;;;;ܒܥܝܝܗܝ ܝܘܡ ܬܠܬܐ ܒܫܒܐ ܒܫܒܬܐ ܕ܏ܓ ܕܨܘܡܐ ܡܢ ܦܠܓܗ̇ ܕܩܪܝܬܐ.;search for, the 3rd Day of the Week, in the 3rd Week, of the Fast, from the Middle of the reading;;;;;;;;;;"from fol. 124a onwards, beginning at Ex#13:20ff., an Arabic translation is added in the margin. Charon adds the following regarding this Manuscript: ""Ce ms. va du 25 décembre au 6 août; une Version arabe est ajoutée aux dernières lecons."" C. Charon, ""Le rite byzantin et la liturgie chrysostomienne dan le patriarcats melkites (Alexandrie-Antioche-Jérusalem),"" Chrysostomika. Studi e ricerche intorno a S. Giovanni Crisostomo, a cura del comitato per il XVo centenario della sua morte (Rome 1908), 506";;;;;;;;;;;;;;;;
44;044-0183;Gn#28:10-17.;ܘܩ̇ܪܝܢ ܒܪܝܬܐ;;And we read, Genesis;;;144b;;2;12;144b;2;13;ܒ܏ܚ: ܒܐܝܠܘܠ: ܥܐܕܐ ܕܡ̇ܘܠܕܗ̇ ܕܝܠܕܬ ܐܠܗܐ.;for the 8th of Elul, the Feast of the Begetting of the God-Bearer;to the title to Gn is added ܒܢܓܗ ܥܐܕܐ. (144b,2,11-11);;144b;2;11;144b;2;12;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0296;https://digi.vatlib.it/view/MSS_Vat.sir.278/0296;09l05;144b;2;11;145a;2;21;;;;P;;;;M;;;;;;;;;;;;;;;;;"from fol. 124a onwards, beginning at Ex#13:20ff., an Arabic translation is added in the margin. Charon adds the following regarding this Manuscript: ""Ce ms. va du 25 décembre au 6 août; une Version arabe est ajoutée aux dernières lecons."" C. Charon, ""Le rite byzantin et la liturgie chrysostomienne dan le patriarcats melkites (Alexandrie-Antioche-Jérusalem),"" Chrysostomika. Studi e ricerche intorno a S. Giovanni Crisostomo, a cura del comitato per il XVo centenario della sua morte (Rome 1908), 506";;;;;;;;;;;;;;;;
44;044-0184;Ez#43:27-44:04a;ܢܒܝܘܬܐ ܕܚܙܩܝܐܝܠ;;The Prophecy of Ezekiel;;;145a;;2;21;145a;2;22;ܒ܏ܚ: ܒܐܝܠܘܠ: ܥܐܕܐ ܕܡ̇ܘܠܕܗ̇ ܕܝܠܕܬ ܐܠܗܐ.;for the 8th of Elul, the Feast of the Begetting of the God-Bearer;;;144b;2;11;144b;2;12;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0297;https://digi.vatlib.it/view/MSS_Vat.sir.278/0297;09l05;145a;2;21;145b;2;20;;;;SH;;;;M;;;; BH= incipit at >43:27b ‎;;;;;;;;;;;;;"from fol. 124a onwards, beginning at Ex#13:20ff., an Arabic translation is added in the margin. Charon adds the following regarding this Manuscript: ""Ce ms. va du 25 décembre au 6 août; une Version arabe est ajoutée aux dernières lecons."" C. Charon, ""Le rite byzantin et la liturgie chrysostomienne dan le patriarcats melkites (Alexandrie-Antioche-Jérusalem),"" Chrysostomika. Studi e ricerche intorno a S. Giovanni Crisostomo, a cura del comitato per il XVo centenario della sua morte (Rome 1908), 506";;;;;;;;;;;;;;;;
44;044-0185;Pr#09:01ff;ܩܪܝ ܡܢ ܡܬ̈ܠܬܐ;;Read from Proverbs;;;145b;;2;20;145b;2;21;ܒ܏ܚ: ܒܐܝܠܘܠ: ܥܐܕܐ ܕܡ̇ܘܠܕܗ̇ ܕܝܠܕܬ ܐܠܗܐ.;for the 8th of Elul, the Feast of the Begetting of the God-Bearer;;;144b;2;11;144b;2;12;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0298;https://digi.vatlib.it/view/MSS_Vat.sir.278/0298;09l05;145b;2;20;146a;1;3.;;;abbr;P;;;;M;;;;;;ܒܥܝܝܗܝ ܒܫܒܬܐ ܕܬܠܬ ܕܨܘܡܐ ܝܘܡ : ܏ܓ : ܒܫܒܐ ܡܢ ܦܠܓܗ̇ ܕܩܪܝܬܐ ܘܠܥܠ;search for, in the Third Week, of the Fast, the 3rd Day of the Week, from the Middle of the reading, and above;;;;;;;;;;"from fol. 124a onwards, beginning at Ex#13:20ff., an Arabic translation is added in the margin. Charon adds the following regarding this Manuscript: ""Ce ms. va du 25 décembre au 6 août; une Version arabe est ajoutée aux dernières lecons."" C. Charon, ""Le rite byzantin et la liturgie chrysostomienne dan le patriarcats melkites (Alexandrie-Antioche-Jérusalem),"" Chrysostomika. Studi e ricerche intorno a S. Giovanni Crisostomo, a cura del comitato per il XVo centenario della sua morte (Rome 1908), 506";;;;;;;;;;;;;;;;
44;044-0115;Gn#49:01-12.;ܩ̇ܪܝܢ ܡܢ ܒܪܝܬܐ;;We read, from Genesis;;;090a;;2;1;090a;2;2;ܒܡܓܗܝ ܥܐܕܐ ܕܐܘܫܥܢܐ;for the Dawn of the Feast of the Hosannas;;;090a;1;23;090a;2;1;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0187;https://digi.vatlib.it/view/MSS_Vat.sir.278/0187;09l05;090a;2;1;090b;2;19;;;;P;;;;M; cf L 35a ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;044-0117;Sa#09:09-15(עליהם‎/‎‏ܥܠܝܗܘܢ‏‎);ܢܒܝܘܬܐ ܕܙܟܪܝܐ.;;The Prophecy of Zechariah;;;091a;;2;10;091a;2;10.;ܒܡܓܗܝ ܥܐܕܐ ܕܐܘܫܥܢܐ;for the Dawn of the Feast of the Hosannas;;;090a;1;23;090a;2;1;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0189;https://digi.vatlib.it/view/MSS_Vat.sir.278/0189;09l05;091a;2;10;091b;2;10.;;;;P;;;;M; cf L 35c ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;044-0128;Ex#19:10-19.;ܡܢ ܡܦܩܢܐ -.-;;From Exodus;;;102b;;1;18;102b;1;18.;ܒܝܘܡ ܚܡܫܐ ܒܫܒܐ ܕܫܒܬܐ ܪܒܬܐ ܒܪܡܫܐ;for the Fifth Day of the Week, of the Great Week, in the Evening;;;102b;1;6;102b;1;9;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0212;https://digi.vatlib.it/view/MSS_Vat.sir.278/0212;09l05;102b;1;18;103a;2;9.;;;;P;;;;M; cf L 39b ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;044-0129;Jb#38:01-21.+42:01-05.;ܘܩ̇ܪܝܢ ܐܝܘܒ.;;And we read, Job;;;103a;;2;19;103a;2;19.;ܒܝܘܡ ܚܡܫܐ ܒܫܒܐ ܕܫܒܬܐ ܪܒܬܐ ܒܪܡܫܐ;for the Fifth Day of the Week, of the Great Week, in the Evening;;;102b;1;6;102b;1;9;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0213;https://digi.vatlib.it/view/MSS_Vat.sir.278/0213;09l05;103a;2;19;104a;2;18;;;;P;;;;M; cf L 39c ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;044-0130;Is#50:04-11.;ܘܩܪܝܢ ܢܒܝܘܬܐ ܕܐܫܥܝܐ;;And we read, the Prophecy of Isaiah;;;104b;;1;1;104b;1;2;ܒܝܘܡ ܚܡܫܐ ܒܫܒܐ ܕܫܒܬܐ ܪܒܬܐ ܒܪܡܫܐ;for the Fifth Day of the Week, of the Great Week, in the Evening;;;102b;1;6;102b;1;9;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0216;https://digi.vatlib.it/view/MSS_Vat.sir.278/0216;09l05;104b;1;1;105a;1;8;;;;P;;;;M; cf L 39d ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;044-0192;Is#35:03ff;ܘܩ̇ܪܝܢ ܡܢ ܐܫܥܝܐ+;;And we read, from Isaiah;;;148b;;1;8;148b;1;9;ܒܬܪܝܢ ܒܫܒܛ ܥܐܕܐ ܕܡܥܠܬܗ ܕܡܪܢ ܠܗܝܟܠܐ ܢܓܗ ܥܐܕܐ;for the Second of Shebat, the Feast of the Entry of our Lord in the Temple, the Dawn of the Feast;;;148a;2;21;148b;1;1;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0304;https://digi.vatlib.it/view/MSS_Vat.sir.278/0304;09l05;148b;1;8;148b;1;16.;;;abbr;P;;;;M;;;" Lacking the addition in P against MT; after this pericope the remainder of the column is blank";;;ܒܥܝܝܗܝ ܒܩܪܝܬܐ ܬܠܝܬܝܬܐ ܕܩܘܕܫ ܡܝ̈ܐ܀;search for, in the Third reading of the Consecration of the Water;;;;;;;;;;"from fol. 124a onwards, beginning at Ex#13:20ff., an Arabic translation is added in the margin. Charon adds the following regarding this Manuscript: ""Ce ms. va du 25 décembre au 6 août; une Version arabe est ajoutée aux dernières lecons."" C. Charon, ""Le rite byzantin et la liturgie chrysostomienne dan le patriarcats melkites (Alexandrie-Antioche-Jérusalem),"" Chrysostomika. Studi e ricerche intorno a S. Giovanni Crisostomo, a cura del comitato per il XVo centenario della sua morte (Rome 1908), 506";;;;;;;;;;;;;;;;
44;044-0199;Ex#24:12-18.;ܘܩܪܝܢ ܡܢ ܡܦܩܢܐ.;;And we read, from Exodus;;;152a;;1;13;152a;1;14;ܒܫܬܐ ܒܐܒ ܥܐܕܐ ܕܡܫܬܚܠܦ ܕܡܪܢ ܕܒܛܒܘܪ ܢܓܗ ܥܐܕܐ;for the Sixth of Ab, the Feast of the change of our Lord on Tabor, the Dawn of the Feast;;;152a;1;4;152a;1;7;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0311;https://digi.vatlib.it/view/MSS_Vat.sir.278/0311;09l05;152a;1;13;152b;1;6.;;;;P;;;;M;;;;;;;;;;;;;;;;;"from fol. 124a onwards, beginning at Ex#13:20ff., an Arabic translation is added in the margin. Charon adds the following regarding this Manuscript: ""Ce ms. va du 25 décembre au 6 août; une Version arabe est ajoutée aux dernières lecons."" C. Charon, ""Le rite byzantin et la liturgie chrysostomienne dan le patriarcats melkites (Alexandrie-Antioche-Jérusalem),"" Chrysostomika. Studi e ricerche intorno a S. Giovanni Crisostomo, a cura del comitato per il XVo centenario della sua morte (Rome 1908), 506";;;;;;;;;;;;;;;;
44;044-0200;Ex#33:11-34:07.;ܡܢ ܡܦܩܢܐ;;From Exodus;;;152b;;1;7;152b;1;7;ܒܫܬܐ ܒܐܒ ܥܐܕܐ ܕܡܫܬܚܠܦ ܕܡܪܢ ܕܒܛܒܘܪ ܢܓܗ ܥܐܕܐ;for the Sixth of Ab, the Feast of the change of our Lord on Tabor, the Dawn of the Feast;;;152a;1;4;152a;1;7;;9l5;09l05;https://digi.vatlib.it/view/MSS_Vat.sir.278/0312;https://digi.vatlib.it/view/MSS_Vat.sir.278/0312;09l05;152b;1;7;153b;1;24.;;;;P;;;;M;;;;;;;;;;;;;;;;;"from fol. 124a onwards, beginning at Ex#13:20ff., an Arabic translation is added in the margin. Charon adds the following regarding this Manuscript: ""Ce ms. va du 25 décembre au 6 août; une Version arabe est ajoutée aux dernières lecons."" C. Charon, ""Le rite byzantin et la liturgie chrysostomienne dan le patriarcats melkites (Alexandrie-Antioche-Jérusalem),"" Chrysostomika. Studi e ricerche intorno a S. Giovanni Crisostomo, a cura del comitato per il XVo centenario della sua morte (Rome 1908), 506";;;;;;;;;;;;;;;;
